0eb4ad83-f80d-4d86-83d8-f3a55ddd216f,1
11314af8-aad0-4414-a961-e91b88fd4abb,1
139a966c-22d5-486b-bff2-cfcbccd6fdfc,2
2150bbfa-51d0-4557-ab15-fb9459881eb7,1
25e3e8f1-86ee-440c-adfc-8e63759a6505,6
37f48e00-1fe8-11dc-b461-b8a03c50a862,28
3c428404-893c-44da-bb4a-6c19d8fb676a,1
44c5565c-b772-404e-9231-fc78d77dfbb4,14
50c9509d-22c7-4a22-a47d-8c48425ef4a7,13
52422715-c1db-40a0-ba16-b84a295d248a,9
56a946bf-bd42-4a54-8543-4380d92f9762,6
6647ca7e-cf35-4eb1-8b0c-b8756a1ba6bd,7
66f39e15-e74d-491c-b5d2-397cd6bad884,1
66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2,1
6f6b1102-5baa-4e24-86be-073a90b14db0,26
7d17a2b2-8751-41b5-ac9b-48effc1ea236,2
8a863029-f435-446a-821e-275f4f641165,67
8e9974a4-12e2-475f-9aec-5abdf24a1f50,5
97d01261-0027-4e89-a0d2-4a7d700f5fdb,14
9a0b66df-7535-4f28-9f4e-5bc11b8b096c,67
b3a80643-bfd2-4693-81a7-996ceea94b8f,2
b56e76a0-2adb-4168-8d46-156a4fe7f10e,1
b66c629e-b878-4b26-960d-7c0103b025c7,6
c6951371-fbed-41b6-a1dc-dbbd1d2723d9,16
d03f444a-7192-4fa0-bf7a-63714585c611,2
db1abc39-7b60-4103-815d-820fa37cb62b,3
df763ef4-8a0e-493f-9ca6-c3739a3b1ba2,12
e3004062-f320-4d91-8192-3ec889e468dc,6
e36c72ed-3b15-49f8-97fc-faaa467eb59e,2
f946666e-67dc-4848-9fa8-2162f3559e33,2
fae37d1f-5b7a-4fe2-8cfa-8948aefbcac2,13
